S.No,Brand,Model,Screen_Size,Color,Hard_disk,CPU,RAM,OS,Special_features,Graphics,Graphics_Co-Processor,CPU_speed,Rating, Price ,Sale Product Count, Total Sales ,Total Stock
3145,acer,N/A,15.6 Inches,Black,128 GB,Core I3 1115G4,4 GB,Windows 10 Pro,Water Repellent,Integrated,Intel UHD Graphics,N/A,4.2," $1,599.00 ",64," $1,02,336.00 ",374
3146,HP,Omen,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,Anti-glare,Dedicated,N/A,N/A,4.4," $1,299.00 ",65," $84,435.00 ",330
3147,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5, $740.98 ,61," $45,199.78 ",402
3148,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.7, $899.99 ,31," $27,899.69 ",236
3149,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4," $1,074.99 ",63," $67,724.37 ",552
3150,HP,HP Spectre,15.6 Inches,Dark Ash Silver,1 TB,Core i7,16 GB,Windows 10 Pro,N/A,Dedicated,Nvidia,N/A,4, $689.33 ,52," $35,845.16 ",230
3151,ASUS,ZenBook Pro 15,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Pro,Nanoedge Bezel,Dedicated,N/A,N/A,4.1, $548.00 ,22," $12,056.00 ",222
3152,acer,N/A,14 Inches,Black,128 GB,N/A,4 GB,Windows,Stylus,Integrated,N/A,N/A,5, $589.99 ,52," $30,679.48 ",311
3153,Lenovo,Lenovo Legion,15.6 Inches,Phantom Blue,1 TB,Core I7 11800H,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3050 Ti,N/A,4.6, $716.83 ,20," $14,336.60 ",383
3154,Apple,MacBook Air,13 Inches,Silver,128 GB,Core i5,8 GB,macOS 10.12 Sierra,N/A,Integrated,Intel HD Graphics 6000,N/A,4.4," $1,899.00 ",40," $75,960.00 ",443
3155,HP,HP Omen,15.6 Inches,Black,1 TB,N/A,16 GB,Windows 10,Backlit Keyboard,Dedicated,NVIDIA GeForce GTX 1060,N/A,4.1," $1,629.95 ",29," $47,268.55 ",227
3156,Dell,XPS 13 (9360),13.3 Inches,Machined Aluminum Display Back and Base In Silver,128 GB,Core i5,8 GB,Windows 10,N/A,"Intel HD Graphics 620, Integrated",Intel HD Graphics 620,N/A,3.2, $999.99 ,37," $36,999.63 ",375
3157,Lenovo,Flex 15,15.6 Inches,N/A,512 GB,Core i7,8 GB,Windows 10,N/A,Dedicated,2GB NVIDIA GeForce MX230 Graphics,1.8 GHz,4.5," $1,599.00 ",31," $49,569.00 ",374
3158,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $389.99 ,64," $24,959.36 ",302
3159,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $1,699.00 ",49," $83,251.00 ",156
3160,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $3,097.99 ",61," $1,88,977.39 ",222
3161,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5," $1,799.00 ",48," $86,352.00 ",326
3162,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,699.00 ",30," $50,970.00 ",497
3163,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $797.99 ,55," $43,889.45 ",480
3164,ASUS,ZenBook Pro,15.6 Inches,Black,256 GB,Core i7,8 GB,Windows 10 Pro,Fingerprint,Dedicated,N/A,N/A,3.7, $999.99 ,28," $27,999.72 ",215
3165,Lenovo,Lenovo ThinkPad,14 Inches,N/A,512 GB,1.2GHz Cortex A8 Processor,8 GB,Windows 10,"Anti-glare,Fingerprint Reader",Integrated,Intel HD Graphics 620,N/A,4.2," $2,772.99 ",34," $94,281.66 ",293
3166,HP,Pavilion,27 Inches,Black,N/A,Core i5,N/A,Windows 10 Home,N/A,N/A,N/A,N/A,4.5," $1,778.99 ",40," $71,159.60 ",452
3167,TOPOSH,N/A,N/A,N/A,N/A,N/A,8 GB,N/A,N/A,Integrated,N/A,N/A,0, $693.99 ,44," $30,535.56 ",168
3168,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5, $389.99 ,17," $6,629.83 ",154
3169,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $899.99 ,30," $26,999.70 ",179
3170,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $1,699.00 ",62," $1,05,338.00 ",390
3171,Dell,XPS,15.6 Inches,Platinum Silver,1 TB,Core i7 Family,32 GB,Windows 10 Home,"Backlit Keyboard,Fingerprint Reader",Dedicated,N/A,N/A,3.2, $389.99 ,54," $21,059.46 ",371
3172,Dell,Dell Inspiron,15.6 Inches,Black,256 GB,Intel Core i5,32 GB,Windows 10 Home,N/A,Integrated,Intel Iris Xe Graphics,N/A,4.4, $599.99 ,40," $23,999.60 ",495
3173,Lenovo,Lenovo Ideapad,10 Inches,N/A,N/A,8032,8 GB,Windows 10 Home,N/A,Integrated,Intel UHD Graphics,N/A,4.4, $459.99 ,35," $16,099.65 ",527
3174,Lenovo,ThinkPad X1 Extreme,15.6 Inches,Black,512 GB,Intel Core i7,16 GB,Windows 10 Pro,N/A,Dedicated,NVIDIA GeForce,N/A,3.6," $1,783.99 ",61," $1,08,823.39 ",305
3175,HP,HP 255 G5,15.6 Inches,Gray,128 GB,AMD A Series,8 GB,Windows 10 Home 64,HD Audio,Dedicated,N/A,N/A,3.6, $184.62 ,60," $11,077.20 ",152
3176,Dell,Precision 7780 Laptop,17 Inches,Silver,512 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX 2000 Ada,N/A,N/A,0, $389.99 ,59," $23,009.41 ",492
3177,Dell,Precision 5760 Laptop,17 Inches,Silver,2000 GB,Intel Xeon,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A3000,N/A,N/A,0, $979.00 ,42," $41,118.00 ",489
3178,Dell,Inspiron 5510 Laptop,15.6 Inches,"Gray, Platinum Silver",1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,299.00 ",46," $59,754.00 ",282
3179,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5," $1,219.99 ",61," $74,419.39 ",455
3180,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.7," $3,042.79 ",35," $1,06,497.65 ",143
3181,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4, $589.99 ,54," $31,859.46 ",193
3182,Dell,Precision 3580 Laptop,15.6 Inches,Silver,512 GB,Core i7,64 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,089.99 ",46," $50,139.54 ",145
3183,Dell,Precision 5770 Laptop,17 Inches,Silver,1000 GB,Core i9,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A3000,N/A,N/A,0, $389.99 ,17," $6,629.83 ",457
3184,Dell,Alienware m16 Ryzen Edition Laptop,16 Inches,Silver,1000 GB,AMD Ryzen 7,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,N/A,N/A,0, $462.00 ,56," $25,872.00 ",146
3185,Dell,XPS 9730 Laptop,17 Inches,Platinum Silver,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4050,N/A,N/A,0," $1,229.99 ",39," $47,969.61 ",233
3186,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5, $999.99 ,33," $32,999.67 ",127
3187,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $808.55 ,43," $34,767.65 ",310
3188,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $1,626.18 ",41," $66,673.38 ",268
3189,Dell,Vostro 7620 Laptop,16 Inches,Black,1000 GB,Core i7,40 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050,N/A,N/A,0, $459.99 ,18," $8,279.82 ",221
3190,Dell,Precision 7780 Laptop,17 Inches,Silver,512 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A1000,N/A,N/A,0," $1,152.45 ",61," $70,299.45 ",529
3191,Dell,Alienware m18 Ryzen Edition Laptop,18 Inches,Black,512 GB,AMD Ryzen 7,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4090,N/A,N/A,0," $1,349.99 ",52," $70,199.48 ",429
3192,Dell,Precision 7780 Laptop,17 Inches,Silver,1000 GB,Core i9,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4090,N/A,N/A,0, $295.40 ,56," $16,542.40 ",531
3193,Dell,Latitude 5440 Laptop,14 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Dedicated,N/A,N/A,0, $229.98 ,47," $10,809.06 ",542
3194,Dell,Alienware m16 Laptop,16 Inches,Black,1000 GB,Core i9,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,N/A,N/A,0, $479.99 ,29," $13,919.71 ",242
3195,Dell,Latitude 5530 Laptop,15.6 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Dedicated,N/A,N/A,0," $3,080.99 ",44," $1,35,563.56 ",345
3196,Dell,Vostro 7620 Laptop,16 Inches,Black,1000 GB,Core i7,24 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,N/A,N/A,0, $389.99 ,56," $21,839.44 ",461
3197,Dell,Latitude 5530 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $459.99 ,50," $22,999.50 ",351
3198,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5," $1,599.00 ",36," $57,564.00 ",220
3199,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $439.00 ,58," $25,462.00 ",197
3200,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $3,133.16 ",37," $1,15,926.92 ",217
3201,Dell,Latitude 5440 Laptop,14 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Dedicated,N/A,N/A,0," $2,535.99 ",56," $1,42,015.44 ",204
3202,Dell,Latitude 5431 Laptop,14 Inches,Black,1000 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $389.99 ,38," $14,819.62 ",460
3203,Dell,Inspiron 7415 2-in-1,14 Inches,Grey,256 GB,AMD Ryzen 7,8 GB,Windows 11 Pro,Wifi & Bluetooth,AMD Integrated Graphics,N/A,N/A,0, $931.99 ,12," $11,183.88 ",339
3204,Dell,Latitude 3440 Laptop,14 Inches,Black,1000 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0, $999.99 ,42," $41,999.58 ",350
3205,Dell,Precision 3581 Laptop,15.6 Inches,Silver,1000 GB,Core i7,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX 2000 Ada,N/A,N/A,0, $459.99 ,36," $16,559.64 ",382
3206,Dell,Latitude 7440 Laptop,14 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $424.46 ,60," $25,467.60 ",551
3207,Dell,Latitude 5530 Laptop,15.6 Inches,Black,2000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $879.84 ,19," $16,716.96 ",100
3208,Dell,Latitude 5530 Laptop,15.6 Inches,Black,128 GB,Core i5,4 GB,Windows 11 Home,Wifi & Bluetooth,Dedicated,N/A,N/A,0," $2,086.99 ",45," $93,914.55 ",529
3209,Dell,Alienware m18 Ryzen Edition Laptop,18 Inches,Black,512 GB,AMD Ryzen 7,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4090,N/A,N/A,0, $589.99 ,49," $28,909.51 ",212
3210,Dell,Precision 7770 Laptop,17.3 Inches,Silver,512 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia RTX A4500,N/A,N/A,0, $899.99 ,58," $52,199.42 ",386
3211,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5, $589.99 ,13," $7,669.87 ",344
3212,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,751.99 ",45," $78,839.55 ",134
3213,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0," $1,699.00 ",37," $62,863.00 ",282
3214,Dell,Latitude 3420 Laptop,14 Inches,Black,256 GB,Core i5,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $138.00 ,38," $5,244.00 ",288
3215,Dell,Latitude 7340 Laptop,13.3 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0, $999.99 ,56," $55,999.44 ",423
3216,Dell,Latitude 3330 Laptop,13.3 Inches,Black,1000 GB,Core i3,4 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0, $545.00 ,17," $9,265.00 ",318
3217,Dell,Precision 7770 Laptop,17.3 Inches,Silver,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia RTX A3000,N/A,N/A,0, $639.99 ,30," $19,199.70 ",352
3218,Dell,Alienware m18 Ryzen Edition Laptop,18 Inches,Black,1000 GB,AMD Ryzen 7,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,N/A,N/A,0, $459.99 ,14," $6,439.86 ",400
3219,Dell,Latitude 5440 Laptop,14 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $2,902.90 ",61," $1,77,076.90 ",152
3220,Dell,Precision 5760 Laptop,17 Inches,Silver,2000 GB,Intel Xeon,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A3000,N/A,N/A,0, $177.00 ,15," $2,655.00 ",159
3221,Dell,Latitude 5530 Laptop,15.6 Inches,Black,2000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0, $877.99 ,58," $50,923.42 ",336
3222,Dell,Latitude 5530 Laptop,15.6 Inches,Black,1000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Dedicated,N/A,N/A,0, $459.99 ,40," $18,399.60 ",239
3223,Dell,Latitude 5330 Laptop,13.3 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0, $425.00 ,61," $25,925.00 ",409
3224,Dell,Latitude 7440 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0, $899.99 ,59," $53,099.41 ",478
3225,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5," $1,244.23 ",23," $28,617.29 ",173
3226,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.7, $589.99 ,61," $35,989.39 ",383
3227,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4, $639.99 ,57," $36,479.43 ",499
3228,Dell,Precision 7770 Laptop,17.3 Inches,Silver,2000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia RTX A4500,N/A,N/A,0," $1,637.99 ",36," $58,967.64 ",394
3229,Dell,Precision 7670 Laptop,16 Inches,Silver,1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia RTX A2000,N/A,N/A,0," $2,599.00 ",38," $98,762.00 ",227
3230,Dell,Alienware m16 Ryzen Edition Laptop,16 Inches,Silver,1000 GB,AMD Ryzen 7,16 GB,Windows 11 Pro,Wifi & Bluetooth,AMD Radeon RX 7600,N/A,N/A,0," $1,599.00 ",47," $75,153.00 ",190
3231,Dell,Latitude 5531 Laptop,15.6 Inches,Black,1000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,049.00 ",19," $19,931.00 ",396
3232,Dell,Latitude 7340 2-in-1,13.3 Inches,Black,256 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0, $999.00 ,23," $22,977.00 ",203
3233,Dell,Latitude 5440 Laptop,14 Inches,Black,256 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Dedicated,N/A,N/A,0," $1,599.00 ",56," $89,544.00 ",283
3234,Dell,Vostro 7620 Laptop,16 Inches,Black,2000 GB,Core i7,40 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,N/A,N/A,0," $1,713.59 ",47," $80,538.73 ",334
3235,Dell,Alienware m18 Ryzen Edition Laptop,18 Inches,Black,512 GB,AMD Ryzen 7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4090,N/A,N/A,0, $459.99 ,30," $13,799.70 ",189
3236,Dell,Latitude 7430 Laptop,14 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0, $929.00 ,47," $43,663.00 ",451
3237,Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,1000 GB,Core i9,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,N/A,N/A,0," $1,764.99 ",64," $1,12,959.36 ",391
3238,Dell,Latitude 5530 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,445.82 ",38," $54,941.16 ",403
3239,Dell,Precision 7770 Laptop,17.3 Inches,Silver,512 GB,Core i9,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia RTX A3000,N/A,N/A,0," $3,514.99 ",52," $1,82,779.48 ",419
3240,HP,N/A,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,N/A,4.5, $760.99 ,13," $9,892.87 ",332
3241,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $1,313.99 ",30," $39,419.70 ",247
3242,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,N/A,Integrated,Intel,N/A,0," $2,199.00 ",56," $1,23,144.00 ",254
3243,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5," $3,378.36 ",18," $60,810.48 ",185
3244,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $3,999.00 ",17," $67,983.00 ",243
3245,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $389.99 ,65," $25,349.35 ",521
3246,Dell,Vostro 3520 Laptop,15.6 Inches,Black,1000 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $613.99 ,28," $17,191.72 ",113
3247,Dell,Vostro 7620 Laptop,16 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,N/A,N/A,0, $389.99 ,55," $21,449.45 ",277
3248,Dell,Precision 7770 Laptop,17.3 Inches,Silver,1000 GB,Core i9,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A3000,N/A,N/A,0," $3,499.99 ",45," $1,57,499.55 ",132
3249,Dell,Latitude 5540 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,199.00 ",64," $76,736.00 ",282
3250,Dell,Latitude 5440 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0," $2,699.00 ",18," $48,582.00 ",337
3251,Dell,Precision 3470 Laptop,14 Inches,Silver,256 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0, $999.99 ,14," $13,999.86 ",273
3252,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,N/A,1.8 GHz,5," $1,199.99 ",40," $47,999.60 ",521
3253,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,N/A,Intel Core i9,32 GB,Windows 11 Home,N/A,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $5,599.00 ",15," $83,985.00 ",352
3254,ROKC,N/A,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,N/A,Integrated,Intel,1.2 GHz,0, $999.00 ,35," $34,965.00 ",308
3255,Dell,Latitude 5530 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $589.99 ,23," $13,569.77 ",434
3256,Dell,Latitude 5440 Laptop,14 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $499.00 ,45," $22,455.00 ",508
3257,Dell,Latitude 7440 Laptop,14 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $975.00 ,15," $14,625.00 ",434
3258,Dell,XPS 9730 Laptop,17 Inches,Platinum Silver,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4050,N/A,N/A,0," $3,273.54 ",57," $1,86,591.78 ",261
3259,Dell,Latitude 5540 Laptop,15.6 Inches,Black,1000 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0, $389.99 ,57," $22,229.43 ",329
3260,Dell,Latitude 5531 Laptop,15.6 Inches,Black,1000 GB,Core i5,16 GB,Windows 11 Pro,N/A,Integrated,Intel Integrated Graphics,N/A,0," $2,432.42 ",51," $1,24,053.42 ",456
3261,Dell,Precision 7770 Laptop,17.3 Inches,Silver,1000 GB,Core i9,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia RTX A3000,N/A,N/A,0," $1,599.00 ",17," $27,183.00 ",396
3262,Dell,Precision 7780 Laptop,17 Inches,Silver,32 GB,Core i9,128 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $389.99 ,36," $14,039.64 ",359
3263,Dell,Precision 7770 Laptop,17.3 Inches,Silver,1000 GB,Core i9,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia RTX A3000,N/A,N/A,0," $3,496.99 ",48," $1,67,855.52 ",252
3264,Dell,Vostro 7620 Laptop,16 Inches,Black,512 GB,Core i7,24 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,N/A,N/A,0," $3,377.99 ",21," $70,937.79 ",448
3265,Dell,Vostro 7620 Laptop,16 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0, $899.99 ,56," $50,399.44 ",526
3266,Dell,Precision 7780 Laptop,17 Inches,Silver,1000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,699.00 ",61," $1,03,639.00 ",310
3267,ROKC,N/A,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,5," $1,599.00 ",37," $59,163.00 ",197
3268,HP,N/A,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.7, $801.96 ,25," $20,049.00 ",181
3269,HP,N/A,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,N/A,Integrated,Intel,1.1 GHz,4.4," $1,999.00 ",29," $57,971.00 ",382
3270,Dell,Precision 7780 Laptop,17 Inches,Silver,4000 GB,Core i9,128 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0, $194.97 ,33," $6,434.01 ",320
3271,Dell,Precision 7780 Laptop,17 Inches,Silver,2000 GB,Core i9,64 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,N/A,N/A,0," $1,084.99 ",33," $35,804.67 ",398
3272,Dell,Latitude 5530 Laptop,15.6 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,N/A,N/A,0," $2,728.74 ",23," $62,761.02 ",285
3273,Dell,Vostro 7620 Laptop,16 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050,N/A,N/A,0," $1,703.99 ",60," $1,02,239.40 ",326
3274,Dell,Vostro 7620 Laptop,16 Inches,Black,4000 GB,Core i7,40 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050,N/A,N/A,0," $1,199.81 ",38," $45,592.78 ",327
3275,Dell,Precision 5770 Laptop,17 Inches,Silver,2000 GB,Core i7,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A2000,N/A,N/A,0," $3,499.99 ",59," $2,06,499.41 ",337
